BPLR_Name,BlurType,Laplacian Variance, FFT_Mean, FFT_Freq, ImageFileNumber, Imagetype
R3_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3318.92982295],72.05846960072066,2.8319502074688794,25,Tester_Image
R3_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3320.48382878],72.06604565485553,3.0394190871369293,26,Tester_Image
R3_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3319.07092312],72.06764878986483,3.1016597510373445,27,Tester_Image
R3_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3315.0848473],72.06851136356823,3.0394190871369293,28,Tester_Image
R3_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3320.57077249],72.06751785802093,2.873443983402489,29,Tester_Image
R3_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3342.21900187],71.99846814665207,2.873443983402489,3,Tester_Image
R3_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3318.60420773],72.0739785941051,3.1431535269709543,30,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3575.88683438],70.38463884730928,4.346473029045644,31,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3549.72735126],70.45017161346928,4.263485477178423,32,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3546.53468104],70.46366624986064,4.180497925311204,33,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3539.38600623],70.446470949567,4.346473029045644,34,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3546.45342198],70.45209196282845,4.429460580912863,35,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3547.58221991],70.45334059731876,4.180497925311204,36,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3550.78544619],70.46063460388598,4.325726141078839,37,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3543.42432492],70.46428457727848,4.429460580912863,38,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3542.8865937],70.46628327595319,4.180497925311204,39,Tester_Image
R3_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3346.70463045],72.00536952264935,3.0394190871369293,4,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3534.40499736],70.47541861796222,4.3879668049792535,40,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3532.8909935],70.46928701387806,4.325726141078839,41,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3541.39054222],70.47363312005906,4.346473029045644,42,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3529.6356118],70.4727243106848,4.180497925311204,43,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3532.97359492],70.47327309981397,4.346473029045644,44,Tester_Image
